District,Crop_Production_Rate_Yearly,Crop_Production_Rate_Monthly,Crop_Production_Rate_Weekly,Major_Crops,Avg_Rainfall_mm,Soil_Type,Irrigation_Source,Fertilizer_Usage_kg_per_ha,Avg_Temperature_C,Mandi_Price_Rupees_per_kg,Water_Requirement_L_per_ha,Pest_Incidence,Farmer_Count,pH_Level,Phosphorus_kg_per_ha,Potassium_kg_per_ha,Nitrogen_kg_per_ha,Profit_Share_Percentage,Organic_Matter_Percentage,Sand_Percentage,Silt_Percentage,Clay_Percentage,Electrical_Conductivity_dS_per_m,Cation_Exchange_Capacity_meq_per_100g,Zinc_ppm,Iron_ppm,Manganese_ppm,Copper_ppm,Budget_per_Acre_Rs
Chengalpattu,58696,3760,1495,Groundnut,1081,Alluvial,Wells,118,26,18,4103,Medium,33019,5.02,22,52,65,49.47,5.32,50,10,28,1.14,28.28,6.65,11.85,10.69,1.73,35000.0
Chennai,22875,4949,1676,Groundnut,1159,Laterite,Tube Wells,105,35,18,5494,Low,26225,6.14,40,25,77,29.44,1.64,38,15,30,2.16,31.16,6.36,42.58,7.45,0.74,35000.0
Coimbatore,71879,3955,499,Cotton,1252,Red,Canals,194,35,23,4754,Low,8759,7.11,49,27,44,47.14,0.76,37,30,18,2.11,18.64,4.79,31.55,3.71,3.45,55000.0
Cuddalore,55976,5466,1616,Sugarcane,866,Alluvial,Tanks,193,31,16,4451,High,22418,6.91,30,31,72,23.05,1.65,41,25,31,1.26,10.62,4.93,8.57,12.12,4.03,65000.0
Dharmapuri,21061,7911,498,Groundnut,1246,Black,Wells,126,32,14,5305,Medium,6816,5.7,35,46,52,20.9,0.56,45,23,33,1.52,37.54,2.7,17.02,12.07,3.21,35000.0
Dindigul,94177,2130,1755,Tapioca,1008,Alluvial,Tube Wells,155,25,19,4573,Medium,13898,6.73,16,44,71,45.23,2.98,40,11,35,0.56,22.89,2.59,49.45,7.16,3.56,40000.0
Erode,26428,4458,621,Maize,824,Laterite,Tanks,166,29,16,4553,Medium,18002,8.38,10,38,65,23.8,1.21,48,25,37,1.26,27.12,7.71,5.34,6.4,4.47,40000.0
Kallakurichi,99482,3561,1738,Maize,725,Alluvial,Canals,135,35,21,4034,High,27402,7.21,13,56,57,33.43,2.27,28,35,24,1.84,25.3,7.85,12.65,10.7,0.61,40000.0
Kanchipuram,85107,3520,2112,Sugarcane,1114,Red,Canals,173,30,20,5014,Medium,30984,5.58,41,49,70,45.7,1.34,47,27,21,1.55,21.19,1.39,22.65,14.63,0.64,65000.0
Karur,57512,7405,440,Sugarcane,1211,Mixed,Canals,178,25,16,4902,Medium,21114,5.88,41,25,40,11.64,4.1,50,13,36,2.47,30.75,4.53,29.77,3.23,3.37,65000.0
Krishnagiri,50162,6620,498,Sugarcane,1486,Laterite,Tanks,140,27,24,4906,High,14036,7.27,41,59,56,45.62,1.77,45,31,34,0.32,21.85,8.99,43.74,13.2,4.47,65000.0
Madurai,99569,5561,1812,Paddy,848,Alluvial,Rain-fed,112,28,15,5226,Medium,8425,6.84,22,46,61,29.38,4.38,43,37,30,2.21,30.32,2.14,22.67,10.46,4.38,45000.0
Mayiladuthurai,66179,6364,637,Tapioca,1169,Alluvial,Tanks,144,27,13,4576,Medium,32121,5.9,20,48,43,20.69,1.55,37,29,30,0.41,11.3,9.41,11.96,9.79,1.84,40000.0
Nagapattinam,48705,6551,1253,Paddy,1027,Alluvial,Canals,136,34,19,4800,High,12743,6.03,14,21,57,39.91,1.99,25,20,11,2.47,36.23,8.36,22.52,10.74,2.11,45000.0
Kanyakumari,44920,3101,1309,Maize,859,Mixed,Tube Wells,121,25,17,4332,Low,5206,5.03,41,46,55,49.62,1.28,58,13,20,2.06,12.55,3.02,34.54,6.41,3.3,40000.0
Namakkal,52850,5250,1178,Groundnut,704,Alluvial,Tanks,115,27,16,4119,Low,20911,4.93,32,55,49,35.32,5.01,52,22,20,1.29,21.43,9.13,11.36,8.75,4.89,35000.0
Perambalur,37927,2376,653,Paddy,1456,Red,Tube Wells,136,33,20,5462,Low,26921,7.17,13,34,63,15.51,2.01,30,19,40,0.28,12.32,2.9,33.57,8.94,0.8,45000.0
Pudukkottai,32735,2609,1520,Groundnut,1259,Laterite,Rain-fed,135,27,15,4919,Low,15330,5.78,24,33,50,15.44,5.98,52,26,25,1.92,24.48,1.33,45.25,6.69,3.33,35000.0
Ramanathapuram,25167,3995,917,Cotton,1219,Laterite,Canals,162,27,25,4286,Low,12507,8.22,36,41,45,35.17,2.32,26,18,32,1.73,27.8,4.47,48.5,11.7,2.28,55000.0
Ranipet,60492,1555,1371,Maize,1039,Alluvial,Canals,156,32,21,5486,Low,33074,6.83,15,34,39,39.98,1.63,48,28,31,2.49,14.77,0.85,35.26,4.73,4.49,40000.0
Salem,77779,4741,1837,Paddy,1362,Mixed,Tube Wells,128,25,17,4825,Low,23313,7.87,46,58,31,25.8,1.13,57,38,25,0.85,24.61,3.02,30.62,10.62,2.59,45000.0
Sivagangai,24373,4221,713,Maize,1422,Laterite,Rain-fed,121,25,22,4843,High,14990,5.18,21,27,72,37.87,2.89,37,24,33,1.83,20.54,7.78,40.03,9.11,3.95,40000.0
Tenkasi,95965,8394,820,Cotton,1002,Black,Canals,136,34,25,5375,Medium,30302,6.22,12,22,59,41.73,3.65,51,25,25,1.72,35.46,4.01,19.9,4.14,4.67,55000.0
Thanjavur,67823,6580,1823,Cotton,1185,Mixed,Tanks,133,28,18,4266,Medium,8998,8.02,19,26,60,34.96,5.17,50,28,34,0.41,11.49,4.59,22.19,3.68,4.15,55000.0
Theni,37224,4612,1804,Maize,996,Mixed,Tube Wells,177,35,24,5221,High,26404,8.47,31,44,53,12.52,3.58,56,30,37,0.12,23.43,3.2,38.51,13.37,4.75,40000.0
Thiruvallur,31813,8086,1690,Paddy,1472,Alluvial,Rain-fed,196,29,20,4280,High,23405,7.31,49,26,63,33.97,5.25,42,25,28,1.4,24.98,3.78,19.67,6.37,3.72,45000.0
Thiruvarur,58680,8563,419,Tapioca,1287,Laterite,Tube Wells,113,30,14,4705,High,15615,7.43,47,30,60,16.13,1.12,20,16,12,1.68,35.37,6.77,38.2,10.77,2.89,40000.0
Thoothukudi,62823,4199,1016,Maize,1382,Laterite,Canals,129,34,18,4039,High,9865,7.71,48,42,30,31.23,2.79,22,26,24,0.48,37.13,7.53,30.02,10.29,1.58,40000.0
Tiruchirappalli,74460,5106,1261,Groundnut,850,Laterite,Tube Wells,185,31,12,5137,Medium,5444,8.04,14,56,62,49.26,2.68,32,16,19,2.3,32.88,1.86,49.63,7.4,0.27,35000.0
Tirunelveli,43021,4242,1755,Groundnut,1278,Laterite,Tanks,135,27,18,4188,High,34113,5.52,47,21,68,26.35,1.18,39,17,16,0.4,10.43,9.08,45.98,12.6,1.08,35000.0
Tirupathur,46318,5027,606,Groundnut,1446,Mixed,Canals,118,31,13,5007,High,26626,6.72,22,27,48,39.56,5.12,41,37,12,2.17,30.34,4.43,20.31,5.89,4.13,35000.0
Tiruppur,37322,8180,1756,Groundnut,1152,Mixed,Rain-fed,112,27,22,5484,High,7350,7.66,43,45,45,47.02,4.82,28,36,39,0.98,38.3,6.16,13.17,11.83,0.94,35000.0
Tiruvannamalai,90701,8246,1465,Groundnut,1046,Alluvial,Rain-fed,126,27,22,5280,Low,12200,8.13,40,35,40,16.14,3.87,29,10,14,0.28,8.16,7.42,33.35,13.64,1.52,35000.0
The Nilgiris,67953,8541,952,Cotton,1405,Red,Canals,170,33,10,4971,Medium,30387,6.55,22,56,79,30.05,5.1,23,23,31,0.2,32.8,4.01,48.98,7.85,3.85,55000.0
Vellore,89579,6833,1675,Paddy,815,Alluvial,Rain-fed,165,27,12,4787,Medium,17627,6.19,23,58,71,39.51,3.09,31,12,19,0.76,38.71,1.32,27.64,5.63,3.82,45000.0
Viluppuram,85771,6369,1640,Paddy,1449,Laterite,Wells,196,35,16,4097,Medium,10718,5.36,39,37,56,16.83,4.22,47,18,16,0.94,37.66,6.9,31.63,5.47,4.89,45000.0
Virudhunagar,55720,2615,1835,Sugarcane,1190,Mixed,Canals,121,27,18,4329,Low,18149,6.02,12,57,79,13.42,0.55,31,18,19,2.01,29.56,5.95,29.79,7.07,0.86,65000.0
Ariyalur,41567,3961,680,Maize,741,Red,Canals,103,30,25,5157,Low,26662,4.74,22,22,69,45.25,1.63,45,16,30,0.51,9.88,8.89,44.12,10.86,2.21,40000.0
Chengalpattu,53681,4126,1257,Cotton,842,Mixed,Tanks,176,26,24,5432,High,6878,4.54,29,25,65,24.3,0.51,59,38,20,0.83,31.38,8.43,39.49,13.39,1.43,55000.0
Chennai,83156,6441,2101,Cotton,1394,Black,Canals,105,27,18,5232,Medium,21669,6.6,21,32,43,22.84,2.56,34,20,16,2.47,5.03,9.35,13.51,5.75,3.66,55000.0
Coimbatore,58684,7195,614,Maize,1264,Alluvial,Tanks,169,25,23,4136,High,30707,5.75,28,34,72,45.44,5.5,23,24,21,0.75,37.87,8.27,34.34,2.5,1.2,40000.0
Cuddalore,64396,3145,1447,Maize,819,Alluvial,Canals,168,32,16,4539,High,14398,5.54,29,34,71,41.39,0.85,33,37,17,1.75,39.96,5.8,4.23,9.34,4.89,40000.0
Dharmapuri,35095,5424,1872,Groundnut,1015,Alluvial,Tanks,124,28,18,4046,High,26756,6.54,27,37,46,43.54,0.6,28,30,26,0.46,18.71,2.92,11.53,14.49,3.21,35000.0
Dindigul,81385,4073,1665,Cotton,725,Mixed,Tanks,100,29,11,4813,High,18084,5.42,38,37,49,18.7,1.05,44,21,39,0.33,17.2,5.31,15.5,7.82,1.55,55000.0
Erode,29869,2955,641,Cotton,1111,Alluvial,Wells,162,31,23,5073,Low,12511,7.78,28,33,45,19.84,2.65,36,18,32,0.91,28.98,8.37,40.9,6.5,1.18,55000.0
Kallakurichi,38449,4762,978,Maize,1332,Mixed,Rain-fed,103,35,25,5381,Medium,23707,6.73,45,50,76,10.78,3.69,42,32,12,1.08,13.77,1.78,12.09,8.27,4.36,40000.0
Kanchipuram,49571,4114,633,Maize,925,Black,Tube Wells,147,30,13,5092,Low,32137,4.85,48,46,57,29.89,0.52,30,40,12,1.62,30.63,6.23,41.02,10.38,3.51,40000.0
Karur,72089,3887,2007,Paddy,1156,Mixed,Tanks,126,29,25,4538,Low,28596,6.76,10,50,68,23.61,4.27,43,25,32,0.67,36.9,8.2,35.19,12.17,4.54,45000.0
Krishnagiri,93048,7520,617,Groundnut,1065,Black,Wells,136,34,23,4137,Low,20516,6.79,27,33,74,22.8,2.08,48,26,20,0.61,17.62,8.18,27.21,13.72,4.22,35000.0
Madurai,67942,7193,1419,Sugarcane,794,Mixed,Tanks,173,30,22,4399,High,26523,6.46,41,37,51,15.55,4.84,34,28,25,1.73,16.96,4.72,38.43,3.28,4.97,65000.0
Mayiladuthurai,31836,6684,806,Groundnut,1034,Red,Tube Wells,154,25,20,4406,High,16972,6.98,37,54,64,46.57,2.32,35,16,21,0.19,14.74,6.15,6.97,4.73,1.12,35000.0
Nagapattinam,71717,5522,1647,Cotton,756,Red,Canals,193,25,13,4415,Medium,17652,6.77,11,26,32,25.45,0.65,20,37,11,0.47,34.52,9.34,29.36,8.35,0.45,55000.0
Kanyakumari,21824,6217,809,Tapioca,1322,Laterite,Tanks,156,30,14,4929,High,7072,4.84,38,38,52,26.67,2.31,59,20,37,0.55,26.45,7.49,2.2,8.7,0.83,40000.0
Namakkal,54663,7905,1993,Paddy,1356,Laterite,Wells,166,25,15,4475,Low,15283,5.7,44,22,31,18.7,4.11,22,10,28,0.42,16.14,3.47,8.97,2.91,4.23,45000.0
Perambalur,90329,3485,938,Tapioca,899,Mixed,Rain-fed,116,32,13,4182,Low,28936,4.7,36,56,78,34.29,3.19,49,40,14,0.41,36.41,2.15,3.3,11.5,1.41,40000.0
Pudukkottai,36199,4169,2102,Maize,1297,Laterite,Canals,158,25,21,4271,Medium,14071,6.79,18,54,76,25.91,2.15,36,35,38,0.68,36.07,5.01,36.86,13.36,3.99,40000.0
Ramanathapuram,79609,4580,1471,Sugarcane,1239,Black,Rain-fed,137,27,11,4643,Medium,30911,7.4,24,36,80,35.65,3.69,22,39,40,1.39,37.07,4.46,33.63,5.97,0.31,65000.0
Ranipet,68311,3796,813,Cotton,927,Black,Tube Wells,114,31,11,4732,High,20602,6.62,30,25,49,20.68,2.77,44,21,24,2.39,7.99,7.2,25.79,4.59,0.42,55000.0
Salem,54362,8188,1133,Sugarcane,1500,Black,Canals,191,25,12,5464,Low,6475,7.8,14,23,50,39.94,4.31,34,31,15,0.13,31.8,5.12,14.41,4.4,3.41,65000.0
Sivagangai,96619,7937,1840,Tapioca,1485,Alluvial,Rain-fed,190,33,18,4350,High,16846,8.07,10,24,33,10.1,3.34,41,34,11,0.23,6.79,6.77,3.16,5.2,4.69,40000.0
Tenkasi,69941,4718,1239,Tapioca,984,Alluvial,Wells,115,31,13,4414,High,15434,8.4,40,47,53,32.45,3.72,25,34,29,1.29,13.13,1.65,16.9,3.15,2.71,40000.0
Thanjavur,68689,4490,1004,Groundnut,900,Black,Wells,156,34,18,4706,Low,13238,6.07,36,51,76,41.07,2.13,47,30,18,0.85,19.08,4.65,39.19,12.57,3.29,35000.0
Theni,34201,2432,728,Paddy,723,Red,Rain-fed,155,33,14,4821,Low,23634,8.35,30,58,32,10.9,1.15,52,31,26,2.15,5.98,8.53,28.22,6.15,0.25,45000.0
Thiruvallur,50647,6119,480,Groundnut,785,Mixed,Canals,163,27,13,4222,High,7382,7.0,14,33,68,29.22,0.53,41,15,11,1.92,36.66,8.99,22.9,9.79,4.58,35000.0
Thiruvarur,81797,3136,1522,Tapioca,1251,Laterite,Tanks,133,27,23,4956,Medium,31190,7.83,48,22,41,23.74,5.0,29,23,33,2.11,10.55,0.53,20.22,2.75,3.71,40000.0
Thoothukudi,23280,6351,1416,Maize,1156,Mixed,Tube Wells,111,26,16,5115,Low,10710,7.64,14,24,64,36.65,4.1,29,11,35,0.26,10.27,2.12,26.72,14.8,1.28,40000.0
Tiruchirappalli,93584,5969,825,Paddy,1393,Red,Tube Wells,117,25,11,4162,Low,25519,8.42,40,36,47,45.75,5.8,37,15,16,0.76,21.62,7.09,24.43,12.27,4.84,45000.0
Tirunelveli,62992,2973,1809,Tapioca,1387,Red,Wells,135,30,11,4950,Medium,26616,5.61,50,54,55,37.88,2.74,49,34,22,0.48,16.42,2.31,40.97,3.01,0.48,40000.0
Tirupathur,99964,7084,1384,Groundnut,789,Mixed,Canals,193,28,10,4021,Medium,7205,5.58,12,25,59,47.53,3.65,45,24,28,0.44,15.6,2.32,33.31,5.33,4.94,35000.0
Tiruppur,49015,7788,1077,Sugarcane,1224,Mixed,Canals,185,26,13,4419,High,17068,6.25,45,26,40,34.29,4.38,50,10,32,0.78,26.43,1.97,20.66,14.41,0.9,65000.0
Tiruvannamalai,28285,6006,880,Paddy,1103,Black,Tube Wells,114,31,20,4336,High,7833,6.3,32,45,76,12.59,1.04,43,33,37,0.81,15.79,3.86,37.43,8.55,1.88,45000.0
The Nilgiris,80852,1720,405,Paddy,899,Black,Tube Wells,145,26,18,5388,Low,19028,8.3,15,20,30,29.33,4.45,27,22,21,1.91,20.64,4.16,24.28,13.74,3.71,45000.0
Vellore,59608,7457,426,Maize,1202,Laterite,Tube Wells,110,26,19,4208,Low,28605,6.52,40,38,33,24.81,1.57,28,37,24,0.93,33.47,5.79,24.88,13.74,3.88,40000.0
Viluppuram,73516,5281,1775,Maize,1025,Red,Tube Wells,195,32,23,4160,Medium,13770,4.97,25,57,59,16.13,2.31,41,26,30,1.27,24.13,1.86,26.3,11.51,1.45,40000.0
Virudhunagar,35292,7302,582,Sugarcane,1317,Mixed,Rain-fed,128,32,17,5234,High,7359,6.8,20,57,42,37.1,1.39,55,25,21,0.99,18.31,9.47,22.09,10.99,2.28,65000.0
Ariyalur,38320,3217,626,Sugarcane,1319,Red,Rain-fed,193,31,17,4334,Low,7539,6.61,44,25,47,21.09,2.32,32,20,23,1.92,20.51,7.34,22.48,14.46,2.25,65000.0
Chengalpattu,25943,5091,2110,Paddy,1223,Red,Rain-fed,109,33,17,4000,Medium,23554,5.77,47,21,41,13.84,1.38,50,23,15,1.89,19.93,8.4,21.84,6.85,2.37,45000.0
Chennai,24877,8034,1575,Cotton,757,Red,Rain-fed,141,32,18,4777,High,30114,6.23,32,23,78,22.27,1.84,60,34,38,0.61,32.76,2.47,3.39,6.46,2.23,55000.0
Coimbatore,59893,3886,1770,Tapioca,1382,Alluvial,Tanks,120,27,21,4230,High,27060,5.09,15,39,68,41.23,1.39,56,25,29,2.18,25.45,2.93,11.85,11.58,3.29,40000.0
Cuddalore,84569,8309,1411,Tapioca,1069,Mixed,Wells,164,34,17,4448,High,16213,7.92,27,30,78,23.56,4.13,57,11,18,2.36,20.28,1.67,49.79,9.04,3.37,40000.0
Dharmapuri,35220,7175,705,Groundnut,1107,Mixed,Tube Wells,142,35,14,4864,Low,15811,5.17,32,22,42,36.89,5.89,21,25,16,1.34,9.87,7.04,11.29,0.54,1.52,35000.0
Dindigul,32739,2066,584,Paddy,851,Black,Tanks,135,25,10,4487,Medium,19033,8.49,34,29,66,27.18,5.64,23,12,16,2.15,11.81,3.77,4.78,12.59,0.9,45000.0
Erode,50775,8208,1996,Tapioca,1433,Alluvial,Tanks,158,29,20,5051,High,13900,5.3,22,53,32,21.02,2.28,42,30,28,1.64,32.28,8.5,28.63,7.86,2.13,40000.0
Kallakurichi,90457,8445,1447,Tapioca,1137,Black,Tanks,180,32,17,5371,Low,5554,7.41,26,55,74,31.66,5.11,33,37,13,2.22,32.78,5.97,27.24,12.38,4.69,40000.0
Kanchipuram,37781,8018,553,Sugarcane,1078,Mixed,Rain-fed,194,32,15,4650,Medium,23663,7.25,12,46,59,30.8,1.56,45,39,23,1.56,7.09,3.84,48.13,14.38,1.24,65000.0
Karur,70940,8013,1881,Paddy,1095,Mixed,Wells,165,29,22,4271,Low,26971,7.47,48,46,58,36.92,3.01,46,32,27,1.22,19.62,9.33,11.66,4.91,2.39,45000.0
Krishnagiri,79459,4851,1881,Maize,1081,Alluvial,Canals,186,27,16,4957,Medium,7992,7.96,14,27,44,19.78,2.95,58,27,22,0.44,34.77,8.77,44.38,7.62,3.33,40000.0
Madurai,68629,7013,607,Groundnut,712,Laterite,Wells,199,30,10,5015,Low,23881,5.94,45,45,77,41.22,2.17,33,31,38,0.75,19.27,6.47,4.07,1.81,0.25,35000.0
Mayiladuthurai,90804,5590,924,Paddy,991,Red,Tube Wells,109,35,15,5118,Low,28622,5.82,32,54,61,23.45,2.42,32,40,36,0.83,23.77,7.84,24.1,2.77,2.67,45000.0
Nagapattinam,74935,2640,1719,Maize,1053,Black,Tube Wells,190,33,12,5174,High,17319,8.01,42,22,39,32.81,1.99,28,13,35,1.99,18.51,8.73,6.48,9.36,3.7,40000.0
Kanyakumari,96983,6688,873,Groundnut,1059,Black,Rain-fed,188,30,18,4706,High,24412,7.55,10,24,67,20.88,0.81,51,40,24,0.31,38.61,3.72,40.26,12.42,3.69,35000.0
Namakkal,40253,3980,1335,Groundnut,1015,Black,Rain-fed,140,34,25,4770,High,11931,4.51,32,59,50,27.8,4.35,47,15,10,2.28,12.36,3.99,29.88,14.1,3.69,35000.0
Perambalur,74379,3482,1006,Cotton,1156,Alluvial,Canals,104,35,13,4248,Low,24363,4.58,32,58,47,24.02,4.42,34,29,35,0.13,20.34,9.07,10.15,7.93,0.63,55000.0
Pudukkottai,32978,3569,940,Maize,1274,Red,Tube Wells,155,26,13,4389,High,15519,6.69,44,22,70,41.21,3.23,33,15,26,1.26,6.77,5.28,24.28,5.94,1.54,40000.0
Ramanathapuram,84139,6895,1350,Groundnut,789,Black,Rain-fed,112,32,17,4446,Low,19773,6.01,15,35,80,33.29,2.73,36,17,27,1.71,28.8,1.09,4.42,5.13,4.21,35000.0
Ranipet,73492,2762,502,Tapioca,920,Laterite,Wells,190,32,23,4916,High,22928,7.67,16,38,52,11.47,5.66,28,38,20,0.52,33.84,9.1,35.0,2.24,1.52,40000.0
Salem,56666,7359,604,Cotton,1445,Laterite,Canals,166,34,17,4152,Medium,21274,7.48,30,29,72,10.75,4.6,29,33,20,1.73,38.01,6.65,19.37,8.1,3.88,55000.0
Sivagangai,24288,4966,2065,Cotton,1154,Mixed,Canals,140,28,17,5367,Medium,16722,8.48,38,27,70,23.05,4.22,54,22,10,1.79,11.12,5.49,27.13,11.76,1.92,55000.0
Tenkasi,68566,7964,757,Paddy,1459,Red,Tube Wells,124,27,24,5116,Medium,31373,6.31,26,32,73,39.01,3.78,42,39,22,0.68,5.71,2.13,46.27,1.97,3.07,45000.0
Thanjavur,48477,4588,2190,Tapioca,1125,Mixed,Tanks,171,28,15,4607,High,11057,6.87,27,36,30,20.53,0.76,45,13,28,2.33,10.95,0.63,8.65,12.47,1.56,40000.0
Theni,78115,2105,480,Tapioca,1153,Mixed,Rain-fed,184,33,15,4628,Medium,6972,6.95,49,52,45,41.75,1.09,30,37,34,1.92,17.65,1.99,2.15,7.21,0.73,40000.0
Thiruvallur,78287,5178,2145,Sugarcane,995,Red,Canals,180,27,17,4541,High,20635,4.51,35,41,65,18.41,1.14,53,16,18,1.27,20.38,1.18,26.34,14.72,0.65,65000.0
Thiruvarur,50947,6398,995,Sugarcane,867,Mixed,Wells,104,27,18,5213,Low,31326,6.58,33,39,31,43.41,2.31,34,28,17,1.61,23.22,4.22,32.02,13.07,2.6,65000.0
Thoothukudi,67537,5425,1137,Groundnut,1445,Red,Canals,181,28,13,4100,Medium,5017,7.57,25,55,34,18.91,1.38,49,13,34,0.63,32.7,2.45,40.21,12.8,1.61,35000.0
Tiruchirappalli,33022,6269,2041,Groundnut,1134,Laterite,Wells,180,35,10,5486,Medium,31581,6.77,48,36,56,40.63,2.29,28,14,39,1.15,27.4,0.81,41.81,11.32,2.97,35000.0
Tirunelveli,68147,4783,1786,Groundnut,1446,Red,Tanks,101,26,17,4345,Low,9492,4.86,17,29,38,31.48,3.29,34,16,28,0.92,18.83,6.81,21.87,3.5,0.2,35000.0
Tirupathur,91364,5877,1040,Paddy,1124,Black,Tube Wells,131,26,19,5185,Medium,5595,5.51,35,23,51,36.29,2.89,51,25,30,1.16,37.65,6.74,11.03,11.97,1.47,45000.0
Tiruppur,67012,5650,1272,Cotton,842,Alluvial,Tanks,117,31,23,4661,Medium,13310,6.12,13,33,65,14.07,1.5,31,24,39,0.26,28.25,2.51,24.1,10.34,2.96,55000.0
Tiruvannamalai,27936,8624,1912,Sugarcane,1301,Laterite,Tube Wells,175,29,22,4097,Medium,10528,4.51,41,40,52,44.39,2.95,31,18,18,0.41,18.75,5.53,46.86,3.91,4.15,65000.0
The Nilgiris,72184,7166,637,Maize,1312,Alluvial,Canals,148,34,24,4288,High,19240,6.82,40,32,37,42.03,3.49,41,21,18,0.96,7.73,1.5,34.91,9.53,3.32,40000.0
Vellore,56160,4926,594,Sugarcane,788,Laterite,Tanks,128,26,16,4810,Medium,10187,7.92,10,24,52,16.99,3.46,57,29,35,2.37,12.08,7.94,26.26,0.97,3.92,65000.0
Viluppuram,44878,5953,2143,Cotton,847,Black,Rain-fed,186,28,17,4602,Medium,26845,4.87,13,47,32,15.63,2.71,33,30,13,0.91,5.58,1.94,33.21,10.31,0.4,55000.0
Virudhunagar,36011,1801,1952,Cotton,912,Alluvial,Tanks,125,28,13,5045,Medium,5488,6.77,28,23,73,10.11,1.72,26,28,11,0.84,24.39,4.96,44.21,12.02,0.93,55000.0
Ariyalur,79600,7977,493,Maize,1010,Black,Tanks,133,29,12,4088,Medium,7330,7.47,10,50,38,33.29,5.91,22,26,35,2.32,18.56,4.79,28.13,9.03,1.04,40000.0
Chengalpattu,32015,4445,419,Paddy,1186,Black,Canals,160,27,23,4193,Low,25406,5.11,47,56,74,40.71,2.02,34,40,32,0.79,8.61,2.82,29.55,3.13,0.45,45000.0
Chennai,47801,7247,2144,Sugarcane,1237,Laterite,Canals,119,35,24,4883,High,33405,5.44,25,26,74,44.34,3.73,34,19,12,2.35,10.52,8.84,2.54,13.58,4.22,65000.0
Coimbatore,98269,8835,683,Groundnut,1043,Mixed,Tube Wells,162,29,24,4564,Low,26365,7.24,10,51,70,12.15,5.83,50,40,10,0.53,18.79,1.69,20.16,1.46,1.54,35000.0
Cuddalore,22799,8154,1758,Tapioca,767,Black,Wells,123,30,14,4583,High,21257,5.31,29,57,30,26.2,0.61,23,31,19,1.04,36.23,4.75,44.44,14.14,2.89,40000.0
Dharmapuri,26629,5898,1725,Paddy,1304,Black,Tanks,193,32,22,4108,Medium,8148,6.33,30,26,49,47.98,5.5,20,13,14,1.13,23.0,7.35,21.15,5.92,5.0,45000.0
Dindigul,63713,6364,749,Groundnut,1474,Laterite,Wells,163,35,22,4484,High,9454,7.83,29,33,51,19.64,2.47,54,32,37,0.92,5.5,4.67,40.05,5.78,1.49,35000.0
Erode,51925,6727,1073,Sugarcane,1084,Red,Tanks,136,34,10,4925,Low,28886,7.19,17,54,31,44.61,5.46,57,33,25,1.74,38.06,4.63,34.68,5.13,3.04,65000.0
Kallakurichi,36505,8990,1132,Maize,790,Laterite,Wells,116,33,18,4419,Medium,26680,8.28,44,44,72,23.83,5.4,39,40,34,1.49,29.53,6.34,27.13,4.87,0.18,40000.0
Kanchipuram,94000,2196,1296,Paddy,706,Black,Tube Wells,125,33,16,5396,High,7942,6.81,27,23,41,24.4,3.29,29,16,33,2.02,19.18,9.16,44.01,5.98,4.79,45000.0
Karur,46896,2395,1673,Sugarcane,1119,Laterite,Canals,181,34,25,4512,High,9904,6.34,11,25,65,28.55,4.39,33,39,28,1.49,26.3,8.04,9.66,9.7,1.52,65000.0
Krishnagiri,28992,7799,949,Groundnut,1354,Black,Rain-fed,111,29,23,4208,Low,15075,7.37,25,40,36,15.0,3.76,36,39,25,2.19,23.04,8.67,30.22,8.55,4.45,35000.0
Madurai,92641,3533,2199,Sugarcane,979,Alluvial,Wells,166,27,20,4815,Medium,7401,4.68,48,50,49,12.04,1.15,22,17,18,1.56,33.35,6.02,16.96,14.6,0.52,65000.0
Mayiladuthurai,47152,6887,1901,Tapioca,1124,Red,Canals,192,30,20,4963,High,11612,4.54,44,26,43,11.91,3.49,33,25,29,0.53,32.4,8.52,43.55,10.44,0.46,40000.0
Nagapattinam,96858,6945,590,Cotton,879,Alluvial,Tanks,195,31,10,5094,High,23729,7.68,19,25,51,14.92,0.87,48,23,16,1.8,28.36,7.74,19.74,10.16,2.35,55000.0
Kanyakumari,48305,4408,1163,Cotton,1269,Alluvial,Tanks,127,30,25,4221,Low,12983,5.85,21,51,44,23.32,5.39,20,39,21,2.1,14.85,5.61,28.13,10.21,3.39,55000.0
Namakkal,50539,2862,2069,Sugarcane,1173,Red,Wells,100,35,22,4290,Low,29638,6.67,15,27,34,20.09,5.14,37,26,18,2.41,7.83,4.74,14.78,11.44,1.45,65000.0
Perambalur,63064,6800,1101,Groundnut,1427,Alluvial,Wells,155,27,24,4948,High,28476,7.87,44,33,38,28.19,5.05,32,24,36,0.93,8.16,7.21,17.48,11.87,4.84,35000.0
Pudukkottai,39340,6519,774,Cotton,1281,Mixed,Rain-fed,108,34,16,5023,High,19090,4.83,11,28,59,19.15,1.22,32,10,28,2.34,33.25,7.65,46.59,6.22,0.47,55000.0
Ramanathapuram,98116,1862,633,Sugarcane,1473,Alluvial,Tube Wells,162,25,21,5366,High,34685,7.92,23,26,68,21.51,3.85,34,20,14,0.34,13.38,6.04,22.27,13.14,4.02,65000.0
Ranipet,20371,6113,1220,Sugarcane,840,Black,Wells,171,31,14,5051,High,25326,8.14,47,57,46,48.44,5.41,32,39,13,2.22,34.86,1.93,39.26,5.39,1.92,65000.0
