District,Crop_Production_Rate_Yearly,Crop_Production_Rate_Monthly,Crop_Production_Rate_Weekly,Major_Crops,Avg_Rainfall_mm,Soil_Type,Irrigation_Source,Fertilizer_Usage_kg_per_ha,Avg_Temperature_C,Mandi_Price_Rupees_per_kg,Water_Requirement_L_per_ha,Pest_Incidence,Farmer_Count,pH_Level,Phosphorus_kg_per_ha,Potassium_kg_per_ha,Nitrogen_kg_per_ha,Profit_Share_Percentage,Organic_Matter_Percentage,Sand_Percentage,Silt_Percentage,Clay_Percentage,Electrical_Conductivity_dS_per_m,Cation_Exchange_Capacity_meq_per_100g,Zinc_ppm,Iron_ppm,Manganese_ppm,Copper_ppm
Patiala,105921,6755,1531,Wheat,919,Alluvial,Rain-fed,158,17,20,4615,High,7402,8.23,53,50,60,42.02,0.74,55,17,31,2.08,17.26,4.25,12.1,6.14,2.12
Rupnagar,117813,8687,1390,Sugarcane,995,Sandy Loam,Tube Wells,199,33,13,4465,High,10080,7.42,35,28,51,54.94,1.35,65,45,19,2.7,27.82,5.26,16.31,5.18,2.41
Sahibzada Ajit Singh Nagar,33001,7625,959,Cotton,660,Sandy Loam,Tube Wells,237,39,15,5461,Low,15727,7.03,14,31,87,47.08,2.7,62,27,18,0.58,13.41,2.9,15.57,6.59,1.78
Sangrur,116035,9847,1744,Wheat,1086,Alluvial,Canals,193,20,22,4713,High,26770,7.19,49,43,54,53.0,0.64,44,32,31,1.52,31.29,4.14,10.93,5.69,2.16
Shaheed Bhagat Singh Nagar,38100,8364,1482,Wheat,653,Sandy Loam,Canals,237,38,20,4814,Low,11046,7.51,24,60,107,19.77,0.95,62,14,30,1.84,20.69,3.37,11.92,3.91,2.58
Tarn Taran,50348,2612,1637,Cotton,853,Sandy Loam,Canals,139,40,25,4072,Medium,26781,8.57,60,74,79,31.48,0.66,35,16,34,1.67,12.58,3.06,8.0,1.45,1.91
Amritsar,34317,8152,2371,Cotton,722,Calcareous,Canals,174,22,17,5054,High,9631,7.55,19,64,93,35.81,0.79,33,38,29,2.53,24.37,4.29,15.49,3.2,0.74
Barnala,70003,8046,2007,Sugarcane,864,Alluvial,Tanks,216,17,21,4748,Medium,27654,7.85,33,68,79,49.32,1.97,54,28,32,2.45,22.5,4.44,13.75,2.47,0.97
Bathinda,76339,8084,1806,Cotton,608,Sandy Loam,Tanks,238,13,29,5973,Medium,28982,8.3,50,48,90,36.44,1.37,38,35,29,0.96,12.67,3.88,8.17,2.96,1.84
Faridkot,91513,9276,2269,Cotton,963,Clay,Tanks,243,20,35,4018,Medium,30392,7.51,26,32,100,23.03,2.04,64,41,16,0.55,31.43,1.16,10.42,2.71,0.36
Fatehgarh Sahib,49001,7472,1514,Sugarcane,513,Clay,Rain-fed,235,39,28,5721,High,22308,8.57,40,66,82,16.96,0.61,43,28,15,0.17,10.58,2.9,16.61,6.31,2.01
Fazilka,37828,3871,1591,Sugarcane,798,Clay,Tanks,127,36,23,4158,Medium,8097,8.18,21,59,41,33.75,0.67,53,40,21,1.11,23.34,3.25,13.1,4.56,0.36
Ferozepur,47942,9380,1836,Maize,920,Loam,Rain-fed,179,23,19,4980,Low,18978,8.56,42,42,90,32.69,1.59,38,13,16,0.69,24.3,3.48,13.22,4.02,2.17
Gurdaspur,67697,5600,2329,Sugarcane,910,Calcareous,Rain-fed,158,18,13,4994,Medium,6427,8.36,30,61,42,43.01,0.73,41,45,17,1.53,24.01,1.36,16.24,4.8,1.55
Hoshiarpur,115318,8787,2371,Sugarcane,911,Loam,Tube Wells,186,28,33,5216,High,22806,8.52,21,58,106,21.86,1.63,37,22,32,0.82,13.05,5.44,12.58,3.0,2.31
Jalandhar,76391,2998,1020,Rice,508,Calcareous,Rain-fed,182,13,13,4540,Low,30346,7.02,38,28,97,17.12,1.56,43,14,28,1.54,24.46,3.59,8.35,4.67,0.68
Kapurthala,105800,2528,1788,Maize,978,Clay,Canals,241,14,34,5277,Low,19249,7.03,53,59,72,34.75,0.87,56,38,24,1.65,23.13,0.8,16.06,3.07,1.08
Ludhiana,63931,8769,2035,Wheat,507,Alluvial,Rain-fed,145,37,17,4119,High,17880,8.05,55,57,100,54.73,1.1,57,31,39,2.56,11.05,1.45,7.65,3.48,2.48
Malerkotla,62407,4923,1240,Sugarcane,735,Clay,Tanks,133,21,12,5223,High,24972,7.58,37,45,74,17.52,1.22,47,36,15,2.17,18.31,3.44,17.8,6.23,0.8
Mansa,71290,4750,1166,Cotton,749,Clay,Tube Wells,184,21,25,5634,High,22361,7.23,22,64,46,52.06,2.11,51,33,17,1.55,17.51,1.68,6.55,5.34,1.85
Moga,61343,4030,1014,Wheat,628,Calcareous,Tanks,163,24,28,4034,Medium,20328,8.43,26,67,51,18.14,0.75,30,38,30,2.38,20.4,3.53,16.32,1.52,1.66
Muktsar Sahib,38178,8981,1345,Wheat,1057,Sandy Loam,Tanks,223,36,35,5781,Low,12758,8.62,57,55,88,31.87,1.44,54,27,12,2.56,22.53,2.31,9.54,2.14,1.36
Pathankot,62555,4272,1734,Cotton,1046,Loam,Canals,199,40,19,4733,High,20754,7.67,46,38,75,14.32,1.58,34,32,13,1.87,31.13,4.49,9.53,3.86,0.91
Patiala,63204,9549,778,Maize,673,Loam,Canals,209,13,35,4770,Low,26020,7.11,15,36,90,31.84,1.24,59,35,39,1.81,25.25,1.15,6.35,4.2,1.73
Rupnagar,86570,2612,1022,Rice,1168,Calcareous,Rain-fed,135,35,13,5620,Medium,28938,8.5,51,59,88,50.12,2.11,63,39,33,0.89,20.0,5.46,5.54,4.92,0.58
Sahibzada Ajit Singh Nagar,44811,3995,2333,Rice,1082,Alluvial,Canals,224,14,24,5878,Low,8299,7.71,24,60,43,48.62,2.21,40,28,40,0.42,26.69,1.07,6.86,6.09,1.74
Sangrur,108414,3136,1569,Wheat,808,Alluvial,Tube Wells,238,39,23,4777,Low,9995,7.45,27,60,97,44.1,2.59,56,41,40,0.15,15.9,4.19,6.07,6.28,1.95
Shaheed Bhagat Singh Nagar,40998,7547,1341,Rice,1150,Alluvial,Rain-fed,138,18,21,4868,Medium,25102,8.67,56,55,76,51.93,1.16,48,16,28,2.81,23.34,5.09,11.49,1.38,2.36
Tarn Taran,103376,5965,2387,Cotton,1108,Clay,Canals,209,17,21,4454,Medium,30905,7.7,32,52,71,33.02,1.31,37,44,31,0.34,12.43,2.5,5.33,6.32,1.21
Amritsar,53064,4442,1984,Maize,572,Sandy Loam,Canals,170,37,12,4180,Low,14249,7.78,52,45,61,39.44,1.87,32,19,32,1.22,11.6,1.43,16.94,6.47,0.99
Barnala,30131,2955,860,Rice,1175,Sandy Loam,Tube Wells,183,25,13,4730,Low,19915,7.71,17,33,97,21.43,2.39,27,26,38,1.17,23.67,3.03,16.65,5.98,1.4
Bathinda,113505,5769,1110,Sugarcane,1039,Calcareous,Rain-fed,215,26,20,4249,High,30282,7.91,15,26,57,34.81,2.6,41,16,33,0.95,26.04,2.94,10.2,1.1,0.58
Faridkot,107553,3602,1205,Sugarcane,797,Clay,Tanks,182,29,27,5752,Low,24131,8.43,22,29,55,27.21,1.5,42,45,29,0.4,19.92,1.06,14.77,5.64,1.69
Fatehgarh Sahib,119892,2509,2275,Maize,1085,Calcareous,Canals,189,24,15,5191,Medium,14150,8.46,51,75,67,17.54,2.76,41,44,17,1.29,12.0,1.81,16.92,5.56,0.65
Fazilka,55277,2981,2395,Sugarcane,840,Clay,Tube Wells,185,18,25,4053,High,4624,8.23,22,43,52,24.41,0.93,45,19,37,1.31,26.2,1.18,14.77,3.98,0.34
Ferozepur,71513,9245,2430,Cotton,740,Clay,Rain-fed,151,26,13,5689,High,27293,8.14,39,27,86,21.25,1.65,62,17,37,1.6,17.42,4.08,5.57,2.24,1.92
Gurdaspur,94176,3707,752,Maize,360,Loam,Tanks,243,37,30,4891,Medium,32768,8.03,28,55,74,44.98,1.49,32,39,20,2.54,19.07,3.87,8.75,5.17,1.5
Hoshiarpur,80392,6838,680,Sugarcane,727,Alluvial,Rain-fed,249,28,32,5215,Medium,8292,7.12,48,42,107,48.88,0.64,42,39,30,2.95,23.06,2.03,10.24,5.95,2.2
Jalandhar,77164,6943,1099,Rice,519,Loam,Tanks,192,34,24,4520,Low,19763,7.53,37,25,71,30.12,1.2,28,43,38,0.94,27.84,3.82,16.32,4.55,2.12
Kapurthala,48315,6778,2466,Maize,905,Calcareous,Rain-fed,240,32,24,4425,Low,13019,8.45,50,36,106,26.58,0.67,40,11,30,0.67,27.6,1.65,17.13,1.94,0.4
Ludhiana,110745,2341,1350,Rice,1099,Sandy Loam,Canals,215,34,21,4273,Low,5845,7.85,22,47,87,27.74,2.24,32,40,12,1.49,12.86,1.58,6.96,5.01,1.32
Malerkotla,60498,5796,1433,Sugarcane,704,Loam,Rain-fed,157,28,12,4098,Medium,31218,7.29,24,75,93,19.01,0.69,52,41,40,2.34,24.36,3.77,11.86,3.22,1.66
Mansa,58137,9785,1455,Rice,1199,Alluvial,Tube Wells,171,39,28,4986,Low,17208,7.7,29,64,109,51.53,1.26,44,18,35,1.8,12.07,4.8,4.35,5.99,1.91
Moga,86113,2247,2404,Cotton,771,Calcareous,Canals,214,39,25,5956,High,9828,8.59,28,47,74,20.33,1.18,64,23,20,0.9,21.52,1.19,11.8,5.04,0.84
Muktsar Sahib,96792,2791,586,Cotton,751,Loam,Canals,156,36,12,5628,Low,20371,8.16,55,39,52,41.85,0.73,29,19,21,0.94,26.42,3.66,6.32,6.43,0.25
Pathankot,89460,2731,1339,Cotton,624,Alluvial,Rain-fed,248,31,23,5222,High,10323,8.49,17,66,63,17.49,1.51,47,26,37,2.19,30.76,1.84,12.11,2.21,2.17
Patiala,66803,5201,926,Wheat,458,Sandy Loam,Rain-fed,249,17,22,5893,Low,24742,7.82,56,40,78,31.4,0.69,40,21,28,2.93,28.61,4.57,7.49,6.33,2.11
Rupnagar,84569,8735,565,Maize,369,Alluvial,Tanks,180,36,23,4522,High,15641,7.36,52,69,58,21.76,0.62,55,43,27,0.25,15.24,1.92,6.26,2.86,2.27
Sahibzada Ajit Singh Nagar,55767,9807,881,Maize,943,Alluvial,Canals,213,15,13,5070,Low,12668,8.47,50,39,73,49.2,1.5,60,23,35,2.64,19.35,3.91,8.72,3.69,2.19
Sangrur,88499,6900,2471,Cotton,473,Alluvial,Tube Wells,229,25,25,4441,High,28929,7.8,30,38,88,38.81,0.88,49,43,26,1.47,13.48,2.33,15.23,1.36,0.81
Shaheed Bhagat Singh Nagar,59716,2288,1882,Maize,771,Sandy Loam,Tanks,187,13,35,5125,Low,31466,7.15,41,59,89,29.93,1.63,60,10,11,0.79,14.76,1.41,11.24,2.13,2.6
Tarn Taran,66881,5485,902,Wheat,659,Clay,Tanks,138,16,23,4966,Low,7496,8.07,23,31,108,12.8,1.06,29,30,25,1.36,30.72,5.68,4.39,2.91,1.08
Amritsar,97971,7581,519,Sugarcane,522,Calcareous,Tube Wells,207,38,23,4606,High,32510,7.69,33,38,104,54.14,1.72,39,18,22,0.63,17.24,5.51,15.66,4.92,1.47
Barnala,34904,2527,1483,Rice,1084,Sandy Loam,Rain-fed,176,31,31,5917,High,24568,7.97,35,53,49,52.84,0.82,36,34,36,1.41,18.33,5.69,4.07,6.85,0.78
Bathinda,58658,7216,2240,Rice,945,Calcareous,Tube Wells,208,40,18,5977,High,8171,8.46,55,45,94,41.58,1.02,47,30,11,0.72,19.54,4.88,17.19,1.54,0.87
Faridkot,74563,7813,1737,Sugarcane,667,Alluvial,Tube Wells,196,21,34,5917,Medium,28264,7.26,32,75,85,18.55,1.55,53,45,29,2.69,26.49,1.94,8.66,6.13,2.26
Fatehgarh Sahib,91220,5502,2495,Wheat,924,Loam,Tube Wells,217,19,34,5654,Low,31679,8.67,22,50,107,41.44,1.9,47,13,37,1.41,18.18,5.63,12.58,2.24,1.02
Fazilka,56899,3627,2315,Maize,1077,Calcareous,Tube Wells,225,15,30,5728,Medium,25698,7.12,37,42,97,34.5,2.12,43,23,12,0.48,22.91,3.86,11.32,5.45,1.4
Ferozepur,43165,4341,2444,Sugarcane,1134,Loam,Tanks,212,36,17,5210,High,21273,8.24,52,38,108,37.12,2.51,44,34,35,2.69,17.98,4.95,11.75,1.55,1.23
Gurdaspur,102575,4090,1238,Rice,406,Clay,Canals,235,40,23,4735,High,26424,8.4,22,67,52,48.19,2.39,32,35,40,1.51,10.61,3.59,7.64,2.23,2.27
Hoshiarpur,34993,2369,2462,Rice,1064,Clay,Tube Wells,155,13,33,5918,Low,10183,8.4,17,27,57,15.86,1.99,36,26,19,2.48,25.95,3.68,15.25,5.57,1.75
Jalandhar,52903,2969,1361,Maize,466,Sandy Loam,Tanks,127,21,20,4916,Low,5145,7.03,47,73,110,50.99,1.25,33,38,11,1.47,11.97,0.82,17.21,5.73,0.74
Kapurthala,34103,8598,820,Sugarcane,842,Loam,Tube Wells,166,34,16,5356,High,12142,8.68,57,73,71,54.9,1.95,52,10,29,0.51,16.86,4.02,16.0,3.18,1.93
Ludhiana,55939,2256,910,Maize,1029,Clay,Tube Wells,225,27,33,5225,Low,20728,8.35,31,54,52,47.45,2.38,34,22,26,2.07,30.6,1.43,8.35,3.28,0.69
Malerkotla,65658,9580,2033,Maize,558,Alluvial,Rain-fed,153,39,29,5669,High,20152,7.96,23,36,47,12.54,1.92,61,39,29,1.79,10.67,4.59,13.63,2.32,0.36
Mansa,87326,5187,2466,Rice,1119,Sandy Loam,Canals,173,32,23,4474,High,26988,8.36,35,73,71,18.75,2.61,51,28,29,2.67,27.98,5.6,12.97,5.58,0.31
Moga,31935,7385,996,Maize,934,Loam,Canals,151,15,26,5322,Low,12850,8.09,37,67,42,24.42,2.19,28,33,24,0.52,17.05,1.27,14.45,2.57,0.27
Muktsar Sahib,39264,7425,2422,Sugarcane,910,Clay,Tanks,197,23,15,5603,Medium,6120,7.07,59,66,45,19.94,1.85,35,44,28,0.24,23.04,3.65,5.75,3.31,1.9
Pathankot,41413,7207,619,Wheat,666,Clay,Rain-fed,157,33,33,5286,High,28636,7.68,41,70,100,53.97,1.0,57,34,16,1.88,29.62,1.75,5.49,2.65,1.2
Patiala,52270,3308,1886,Maize,1017,Loam,Canals,246,25,35,4532,High,15216,8.17,48,56,53,19.28,2.21,26,11,16,2.19,12.43,4.71,7.8,1.62,0.69
Rupnagar,32058,2754,1226,Sugarcane,1155,Loam,Canals,157,20,17,5470,Low,5441,7.46,12,35,103,37.91,1.75,44,29,30,1.87,15.98,5.48,12.21,1.55,0.62
Sahibzada Ajit Singh Nagar,62613,5970,542,Maize,542,Clay,Canals,228,23,21,4075,Medium,32452,7.41,31,56,41,22.74,2.43,44,21,29,2.75,24.35,3.48,14.62,4.72,2.2
Sangrur,41483,9643,938,Cotton,828,Sandy Loam,Tanks,158,29,20,5731,High,12540,8.0,42,31,109,31.05,2.12,56,21,34,2.95,17.96,4.59,13.12,4.88,1.74
Shaheed Bhagat Singh Nagar,46165,6048,1480,Wheat,679,Alluvial,Canals,185,37,32,4599,Medium,18991,7.91,27,72,59,41.44,2.63,64,12,27,2.13,26.13,2.78,15.53,5.72,2.39
Tarn Taran,39767,9574,1154,Cotton,1125,Clay,Rain-fed,218,32,21,5359,Medium,19815,8.03,54,43,74,31.12,2.6,36,22,25,0.98,22.8,1.46,17.79,4.86,1.91
Amritsar,39025,5606,2029,Rice,865,Alluvial,Rain-fed,180,17,23,4521,High,8630,7.09,32,66,67,20.6,2.68,61,19,26,1.21,24.68,2.21,15.88,6.0,1.37
Barnala,40350,4134,638,Wheat,1074,Sandy Loam,Tube Wells,198,40,25,5805,High,19934,7.99,34,64,76,44.12,0.85,32,26,34,0.88,19.79,3.27,8.24,2.51,1.14
Bathinda,32489,4786,1993,Maize,473,Alluvial,Tanks,225,36,21,4388,Medium,20812,8.06,44,61,53,15.3,2.47,44,10,20,1.83,17.84,3.55,4.46,2.12,2.46
Faridkot,65278,8838,1215,Cotton,927,Clay,Tube Wells,236,23,30,5512,Low,20496,7.55,25,28,82,41.27,2.69,38,39,34,0.99,11.92,4.02,13.87,3.15,0.74
Fatehgarh Sahib,78684,7700,598,Sugarcane,990,Sandy Loam,Tanks,208,25,30,4292,Medium,29765,7.0,50,48,54,19.16,2.5,61,10,36,1.01,21.42,3.58,9.31,6.97,0.58
Fazilka,79108,8995,2091,Maize,1083,Sandy Loam,Tanks,148,26,26,4684,Medium,19316,7.26,25,51,57,28.78,0.72,30,28,29,1.17,25.71,1.16,12.08,5.7,0.96
Ferozepur,52822,3849,1794,Cotton,488,Alluvial,Rain-fed,214,26,33,4442,High,32809,7.21,57,69,45,40.84,0.79,42,34,37,1.49,23.61,3.57,12.16,6.13,1.04
Gurdaspur,88340,9666,855,Cotton,913,Clay,Tube Wells,247,19,16,4343,Low,30221,7.03,28,35,90,46.04,1.58,27,40,25,0.45,13.25,2.61,8.67,1.19,1.39
Hoshiarpur,80516,8703,2284,Wheat,810,Clay,Tanks,206,13,21,4153,Low,27341,7.03,20,34,60,48.31,0.71,55,36,32,1.19,27.9,3.45,14.8,1.58,2.05
Jalandhar,108581,7784,1119,Cotton,353,Alluvial,Rain-fed,124,37,24,5944,Low,17534,8.16,22,61,52,45.62,0.73,30,31,32,2.62,25.97,4.42,14.13,3.64,2.25
Kapurthala,36148,9604,1153,Maize,474,Loam,Rain-fed,186,29,32,4011,High,19532,8.03,60,38,72,37.42,2.37,25,25,38,0.24,16.72,4.08,13.27,2.63,1.11
Ludhiana,86145,5913,1191,Wheat,759,Sandy Loam,Tanks,174,38,20,5847,High,32261,7.82,30,42,81,29.26,2.14,43,24,14,2.89,30.31,2.82,5.93,4.43,0.46
Malerkotla,53553,3659,1404,Rice,874,Loam,Tube Wells,192,24,23,4861,High,22362,8.23,60,42,67,44.8,2.51,62,15,29,2.91,28.8,5.3,16.83,3.32,0.21
Mansa,91494,2717,1252,Sugarcane,1013,Calcareous,Rain-fed,131,30,34,4043,High,4840,7.6,29,44,87,30.2,2.13,36,25,40,0.74,28.65,1.87,11.64,1.45,1.81
Moga,55682,6090,1630,Cotton,368,Sandy Loam,Canals,123,16,17,5726,Medium,12078,7.77,32,72,52,48.63,1.48,35,30,37,1.53,20.49,1.61,8.27,6.17,0.41
Muktsar Sahib,97184,9805,2289,Cotton,1005,Alluvial,Tube Wells,181,40,35,4734,High,8210,7.6,23,39,51,41.38,2.77,33,44,28,1.28,12.69,4.0,13.05,2.68,1.19
Pathankot,90701,7908,1113,Maize,382,Sandy Loam,Rain-fed,202,14,35,4612,Medium,28168,7.83,14,60,101,51.17,1.4,29,13,23,0.55,20.96,2.87,13.57,4.23,1.4
Patiala,72027,8798,655,Sugarcane,669,Alluvial,Tube Wells,193,23,21,4803,Low,30239,8.3,41,30,56,16.75,1.94,41,32,39,2.21,21.77,5.06,7.07,5.69,1.69
Rupnagar,39987,7648,2324,Maize,1168,Loam,Rain-fed,203,39,14,5256,High,21320,8.21,25,63,62,14.05,2.45,39,15,39,0.6,15.98,3.66,15.16,6.41,1.43
Sahibzada Ajit Singh Nagar,76461,7820,1364,Cotton,1187,Clay,Rain-fed,199,12,32,4866,Low,11824,8.47,33,68,76,27.07,2.21,25,13,17,1.53,26.36,1.59,17.66,5.8,1.57
Sangrur,52816,2660,697,Cotton,523,Clay,Tube Wells,237,21,16,4365,Low,24439,8.28,35,46,60,35.49,2.56,37,33,14,2.58,21.62,2.31,6.67,1.81,0.47
Shaheed Bhagat Singh Nagar,70761,7796,1858,Cotton,381,Calcareous,Tube Wells,219,22,17,5398,High,13345,8.01,42,72,49,17.01,2.73,33,31,39,0.48,19.45,4.0,14.44,3.54,0.46
Tarn Taran,116424,2533,2171,Cotton,982,Alluvial,Tanks,197,17,19,5210,Medium,20331,8.47,50,52,100,39.08,1.11,30,14,38,0.38,14.53,3.11,4.15,5.65,1.46
Amritsar,70273,8401,1565,Wheat,689,Loam,Tube Wells,178,15,30,4979,Medium,19045,8.12,23,37,90,31.47,0.78,34,37,20,2.19,22.05,1.57,14.15,5.3,1.3
Barnala,108481,4639,2079,Wheat,928,Sandy Loam,Tanks,177,32,16,5805,Medium,27883,7.2,20,61,92,35.47,2.71,46,41,29,2.9,30.88,3.76,4.92,2.0,1.51
Bathinda,35598,8957,1979,Maize,837,Clay,Canals,143,16,13,4977,Medium,18946,8.45,58,46,65,28.86,1.46,64,25,34,0.77,27.93,1.2,4.05,2.93,1.23
Faridkot,113595,3629,2271,Sugarcane,577,Alluvial,Tube Wells,215,23,19,5372,Medium,10021,8.34,60,54,52,46.35,1.77,31,42,24,1.07,11.1,3.63,15.74,4.16,0.3
Fatehgarh Sahib,58366,7281,2239,Rice,517,Loam,Canals,231,21,17,5716,Medium,20342,8.04,40,57,40,45.19,1.69,49,33,25,2.81,22.4,5.14,12.57,6.89,0.86
Fazilka,118036,5053,1845,Sugarcane,450,Alluvial,Tube Wells,155,16,12,4618,High,12517,7.23,35,68,95,29.27,1.3,29,36,10,0.89,17.38,2.73,15.37,3.67,2.49
Ferozepur,56282,6872,1163,Maize,956,Loam,Tube Wells,228,22,12,4405,Medium,27230,8.43,46,63,53,13.82,0.78,62,23,24,2.89,30.15,4.8,7.93,3.33,2.36
Gurdaspur,35837,4015,1915,Sugarcane,1058,Calcareous,Canals,231,29,35,4861,High,11765,7.81,37,75,54,26.79,1.96,41,23,24,0.31,19.92,4.08,7.54,5.62,1.12
Hoshiarpur,97531,2753,1709,Rice,927,Sandy Loam,Tanks,168,19,22,4417,Medium,18321,7.29,39,37,106,43.94,1.55,50,19,17,2.25,12.27,4.26,6.39,1.87,1.26
Jalandhar,102280,4321,1168,Sugarcane,1065,Alluvial,Tanks,165,36,27,5073,Low,26851,7.93,50,32,97,39.6,2.51,54,43,14,2.76,14.3,5.52,16.67,4.96,0.25
Kapurthala,71443,6499,1270,Wheat,803,Loam,Tanks,189,13,34,5059,High,4171,8.06,38,42,91,49.36,2.0,45,11,21,0.48,23.19,1.5,16.05,6.6,1.82
Ludhiana,115438,5436,1418,Cotton,1200,Alluvial,Tube Wells,134,39,15,4543,Medium,7839,7.23,60,25,45,14.93,1.75,36,43,22,1.8,23.31,1.95,8.67,4.82,0.25
Malerkotla,60854,7206,804,Rice,840,Clay,Rain-fed,200,32,35,4462,Medium,20102,8.35,49,51,50,18.15,0.69,59,18,17,2.16,11.53,1.77,11.9,3.66,1.29
Mansa,110245,9222,1418,Wheat,593,Calcareous,Rain-fed,211,25,17,5243,Low,6572,8.25,18,39,56,17.17,2.6,34,12,25,2.59,19.63,2.84,16.61,5.15,0.5
Moga,91233,3647,893,Rice,545,Calcareous,Tanks,193,12,35,5941,High,11681,8.12,32,67,80,23.95,2.23,27,30,13,0.27,18.02,5.17,16.66,4.98,0.91
Muktsar Sahib,44511,7403,623,Cotton,839,Loam,Tanks,205,22,27,5942,High,9910,7.95,58,53,54,30.92,2.09,62,31,11,1.34,16.69,0.87,7.99,1.35,0.93
Pathankot,65378,5175,2368,Rice,1144,Alluvial,Tanks,185,12,33,4743,High,24793,7.35,28,56,63,27.98,1.14,62,31,12,0.24,27.33,0.95,5.5,6.84,2.12
Patiala,102563,6776,1419,Rice,591,Loam,Tanks,197,30,28,4056,Low,26826,7.78,14,74,101,45.2,1.55,41,30,23,1.48,23.99,3.47,13.42,5.51,1.13
Rupnagar,84568,9320,2351,Maize,953,Alluvial,Tanks,246,18,21,5251,Low,28773,7.48,53,25,94,51.62,2.67,57,41,38,2.84,10.69,3.54,10.38,5.48,0.43
Sahibzada Ajit Singh Nagar,57704,3940,1516,Rice,456,Clay,Canals,198,27,33,4532,Low,20470,8.26,39,69,105,15.12,1.77,36,32,11,2.53,11.11,2.06,12.86,4.19,0.89
Sangrur,46226,4587,1548,Rice,474,Loam,Tanks,209,15,25,5808,Low,28026,8.53,59,60,72,30.97,1.99,46,11,16,1.25,21.63,2.39,12.46,5.64,1.71
Shaheed Bhagat Singh Nagar,34416,3201,1051,Maize,856,Alluvial,Tube Wells,146,24,25,4291,Low,22521,7.97,36,48,96,54.47,1.94,33,36,12,1.2,16.12,3.93,10.97,2.91,2.48
Tarn Taran,51422,7570,1120,Rice,857,Alluvial,Tanks,184,28,21,4713,Low,21681,7.92,28,29,94,45.93,2.09,28,31,15,2.53,28.35,1.85,10.71,2.32,0.56
Amritsar,92977,2604,2292,Rice,1080,Sandy Loam,Canals,192,28,26,4501,High,20995,7.65,28,38,91,22.35,2.18,34,31,26,1.07,26.47,5.27,4.05,3.43,2.04
Barnala,45621,4129,1606,Sugarcane,951,Loam,Tanks,231,30,25,5715,Low,10378,7.08,55,67,60,41.73,1.36,25,44,18,0.83,24.48,4.39,15.14,1.7,2.51
Bathinda,53947,5993,1412,Maize,923,Calcareous,Canals,236,18,27,4644,Medium,31359,7.77,13,48,95,27.65,1.25,54,16,19,2.52,15.78,4.54,5.66,3.66,1.96
Faridkot,56444,7882,1048,Rice,568,Loam,Tanks,179,22,33,5011,Medium,19603,8.26,45,61,74,44.37,2.8,47,35,36,1.77,17.94,4.38,10.56,4.79,0.96
Fatehgarh Sahib,47087,6777,1503,Wheat,745,Sandy Loam,Tanks,190,13,27,4157,Low,27772,8.07,41,61,66,15.76,0.78,36,33,16,2.78,22.94,2.28,15.61,5.16,1.36
Fazilka,52446,7709,1194,Maize,489,Clay,Tube Wells,174,29,17,4448,High,8774,8.65,22,56,82,37.44,2.35,62,21,31,2.9,15.47,2.16,17.06,5.95,1.74
Ferozepur,112081,8871,1491,Sugarcane,1173,Alluvial,Tanks,177,38,20,5171,High,27928,8.39,25,69,59,31.99,1.83,52,20,33,2.74,28.03,4.32,12.32,1.21,2.4
Gurdaspur,85853,5801,1244,Wheat,643,Sandy Loam,Tube Wells,233,34,24,5630,Low,15597,8.12,20,37,47,48.81,2.62,53,26,38,2.7,19.1,1.99,11.16,5.36,2.33
Hoshiarpur,40147,8645,1849,Wheat,681,Clay,Tanks,155,28,25,5174,High,25893,7.06,16,59,48,54.56,1.08,55,33,19,0.2,18.57,4.3,15.03,1.83,0.38
Jalandhar,107066,7608,2439,Maize,946,Sandy Loam,Tanks,169,37,28,5616,Low,8422,7.01,28,75,44,30.91,2.53,60,31,39,0.27,19.96,1.66,4.77,5.87,0.48
Kapurthala,64711,2259,1153,Sugarcane,1011,Clay,Tanks,231,40,33,4867,Low,28684,8.17,17,58,66,19.41,2.57,61,29,24,1.2,20.48,1.62,8.2,5.36,1.92
Ludhiana,40529,9483,1844,Rice,920,Sandy Loam,Rain-fed,174,26,19,5134,Medium,9643,8.19,47,63,66,13.0,1.25,53,25,37,2.96,28.03,5.69,16.51,3.15,1.2
Malerkotla,61736,2406,997,Wheat,525,Alluvial,Canals,233,35,29,5802,Medium,14670,7.99,27,49,99,17.55,1.91,57,33,25,0.84,30.59,3.16,13.42,4.23,0.81
Mansa,57377,2813,1993,Wheat,1160,Calcareous,Canals,153,16,29,4795,Medium,20401,8.3,19,51,47,18.42,2.58,47,41,21,1.33,12.08,5.09,13.41,3.79,1.92
Moga,97837,9887,769,Sugarcane,1083,Sandy Loam,Tube Wells,224,24,29,4696,High,6064,7.36,49,55,45,29.54,2.28,55,12,13,1.87,18.11,1.36,15.51,2.43,1.97
Muktsar Sahib,100219,8321,2223,Cotton,602,Alluvial,Rain-fed,174,18,16,5985,Medium,17831,7.06,14,48,72,22.83,1.83,63,15,10,1.12,17.67,1.21,6.43,2.13,2.56
Pathankot,32365,8474,1278,Sugarcane,452,Sandy Loam,Tanks,179,34,23,5715,High,30367,7.63,39,48,70,15.78,2.27,43,10,15,0.66,16.01,2.31,12.08,2.12,0.26
Patiala,118730,7150,984,Rice,1043,Clay,Canals,123,20,22,4972,Low,13239,8.29,47,74,91,48.96,1.38,45,31,26,0.38,20.68,0.82,16.73,6.4,0.22
